# XviD 2pass stat file (core version 1.4.-127)
# Please do not modify this file

p 2 0 1652 6508 3581 2603
p 2 0 1594 6566 3171 2570
p 2 0 1148 7012 2875 2173
p 2 0 1827 6333 3914 2839
p 2 0 1296 6864 3267 2351
p 2 0 1281 6879 2702 2280
p 2 0 1001 7159 2423 2017
p 2 0 811 7349 2153 1852
p 2 0 709 7451 2106 1753
p 2 0 1056 7104 2516 2057
p 2 2 1200 6958 4693 2327
p 2 0 763 7397 2205 1807
p 2 0 838 7322 2083 1844
p 2 0 628 7532 3710 1811
p 2 0 746 7414 1956 1769
p 2 0 508 7652 1789 1562
p 2 2 1108 7050 5066 2288
p 2 0 826 7334 2160 1846
p 2 0 538 7622 1728 1569
p 2 3 597 7560 4405 1852
p 2 0 476 7684 1742 1548
p 2 0 501 7659 1774 1553
p 2 2 2462 5696 7231 3606
p 2 0 2234 5926 5444 3278
p 2 0 2860 5300 5868 3911
p 2 0 4217 3943 10620 5424
p 2 0 4104 4056 6942 4964
p 2 0 2496 5664 5467 3515
p 2 0 2761 5399 4904 3713
p 2 0 1415 6745 2837 2387
p 2 0 1477 6683 2745 2425
p 2 0 904 7256 2147 1910
p 2 0 1118 7042 2493 2099
p 2 0 1264 6896 2921 2299
p 2 0 1459 6701 3805 2510
p 2 0 2037 6123 3974 2999
p 2 0 1466 6694 3410 2511
p 2 0 1804 6356 3501 2795
p 2 0 999 7161 2332 2013
p 2 0 938 7222 2106 1936
p 2 0 812 7348 2019 1837
p 2 0 506 7654 1682 1545
p 2 0 731 7429 1962 1751
p 2 0 402 7758 1574 1473
p 2 0 438 7722 1670 1499
p 2 0 2832 5328 10961 4271
i 2 8160 0 0 117722 27463
p 2 0 2784 5376 4622 3637
p 2 0 2446 5714 3686 3262
i 2 8160 0 0 122496 27709
p 2 0 2810 5350 4417 3584
p 2 0 2595 5565 3804 3359
i 2 8160 0 0 132565 28030
p 2 0 2497 5663 4020 3306
p 2 0 2338 5822 3591 3167
