# XviD 2pass stat file (core version 1.4.-127)
# Please do not modify this file

p 2 0 1165 6995 2667 2137
p 2 0 668 7492 2013 1688
p 2 0 617 7543 1777 1625
p 2 0 405 7755 1546 1448
p 2 0 271 7889 1545 1338
p 2 0 297 7863 1519 1369
p 2 0 513 7647 1698 1536
p 2 0 299 7861 1661 1367
p 2 0 541 7619 1919 1586
p 2 0 716 7444 2156 1745
p 2 0 582 7578 1963 1617
p 2 0 460 7700 1598 1487
p 2 0 426 7734 1554 1460
p 2 0 331 7829 1599 1383
p 2 0 459 7701 1615 1482
p 2 0 312 7848 1528 1380
p 2 0 480 7680 1783 1495
p 2 0 682 7478 1947 1682
p 2 0 711 7449 2120 1744
p 2 0 426 7734 1759 1470
p 2 0 444 7716 1561 1468
p 2 0 391 7769 1520 1429
p 2 0 282 7878 1533 1345
p 2 0 246 7914 1424 1320
p 2 0 316 7844 1450 1373
p 2 0 329 7831 1616 1372
p 2 0 424 7736 1660 1471
p 2 0 493 7667 1791 1532
p 2 1 485 7674 3339 1536
p 2 0 286 7874 1560 1359
p 2 0 285 7875 1446 1345
p 2 0 255 7905 2862 1333
p 2 0 259 7901 1429 1321
p 2 0 150 8010 1308 1237
p 2 0 222 7938 1481 1292
p 2 0 412 7748 1617 1461
i 2 8160 0 0 141023 28481
p 2 0 3946 4214 4745 4300
p 2 0 3639 4521 4229 4021
p 2 0 1410 6750 2305 2223
p 2 0 1661 6499 2479 2405
p 2 0 565 7595 1586 1551
p 2 0 667 7493 1687 1641
p 2 0 518 7642 1510 1483
p 2 0 291 7869 1416 1348
p 2 0 346 7814 1553 1381
p 2 0 1089 7071 2448 2009
p 2 0 610 7550 1639 1587
p 2 0 329 7831 1419 1384
p 2 0 144 8016 1229 1222
p 2 0 76 8084 1179 1173
p 2 0 121 8039 1218 1203
p 2 0 76 8084 1176 1167
p 2 0 29 8131 1134 1130
p 2 0 325 7835 1411 1356
p 2 0 112 8048 1214 1198
p 2 546 6020 1594 130454 13987
p 2 0 4469 3691 7721 5444
p 2 133 6462 1565 92414 12082
p 2 0 4575 3585 8143 5561
p 2 483 6552 1125 127168 15799
p 2 0 4951 3209 9107 6482
p 2 7 3312 4841 7196 4500
p 2 0 3080 5080 4045 3707
p 2 0 2988 5172 4051 3674
p 2 18 3091 5051 7723 3959
p 2 0 1761 6399 3115 2640
p 2 0 1616 6544 4197 2528
p 2 0 1013 7147 2077 1947
p 2 0 1070 7090 2249 1998
p 2 0 739 7421 3257 1787
p 2 0 635 7525 1865 1642
p 2 11 858 7291 4773 1989
p 2 0 1364 6796 3613 2348
p 2 0 878 7282 2175 1842
p 2 0 491 7669 1683 1526
p 2 0 421 7739 3142 1523
p 2 0 304 7856 1492 1380
p 2 0 269 7891 1490 1348
p 2 1 370 7789 2983 1486
p 2 0 240 7920 1485 1337
p 2 30 327 7803 4974 1642
p 2 0 1352 6808 3384 2307
p 2 0 1052 7108 2326 1992
p 2 11 856 7293 4411 1976
p 2 0 682 7478 1822 1685
p 2 0 499 7661 1609 1523
p 2 11 745 7404 4393 1865
p 2 0 713 7447 1906 1705
p 2 0 1644 6516 4022 2579
p 2 11 932 7217 5153 2075
p 2 0 825 7335 2138 1830
p 2 0 2423 5737 6578 3386
p 2 24 1240 6896 5817 2373
p 2 0 631 7529 1875 1667
p 2 0 688 7472 1845 1675
p 2 0 380 7780 1517 1420
p 2 0 414 7746 1587 1442
p 2 0 678 7482 2221 1700
p 2 0 400 7760 1589 1450
i 2 8160 0 0 106912 28214
p 2 0 5313 2847 7899 5826
p 2 0 4892 3268 6723 5334
p 2 7 3265 4888 26557 4779
p 2 0 2991 5169 5519 3729
p 2 0 1305 6855 2982 2252
p 2 8 2593 5559 23189 4023
p 2 0 1322 6838 3510 2288
p 2 0 1029 7131 2959 2049
p 2 9 2137 6014 28039 3995
p 2 0 1571 6589 3975 2554
p 2 0 845 7315 2356 1848
p 2 0 669 7491 1937 1669
p 2 0 488 7672 1776 1524
p 2 0 378 7782 1599 1428
p 2 0 274 7886 1542 1355
p 2 0 1128 7032 2750 2077
p 2 0 675 7485 1966 1698
p 2 0 497 7663 1786 1537
p 2 0 275 7885 1475 1354
p 2 0 240 7920 1402 1307
p 2 0 325 7835 1554 1386
p 2 0 179 7981 1360 1264
p 2 0 168 7992 1341 1250
p 2 0 448 7712 1731 1482
p 2 0 889 7271 2479 1905
p 2 0 751 7409 2021 1740
p 2 0 348 7812 1533 1414
p 2 0 227 7933 1385 1308
p 2 0 166 7994 1308 1247
p 2 0 363 7797 1572 1405
p 2 0 208 7952 1384 1290
p 2 0 326 7834 1494 1376
p 2 0 330 7830 1628 1410
p 2 0 1115 7045 2957 2140
p 2 0 955 7205 2302 1975
p 2 0 838 7322 2035 1824
p 2 0 540 7620 1714 1562
p 2 0 488 7672 1626 1508
p 2 0 320 7840 1528 1387
p 2 0 1302 6858 3267 2270
p 2 0 876 7284 2435 1894
p 2 0 1181 6979 2588 2114
p 2 0 504 7656 1644 1534
p 2 0 240 7920 1342 1309
p 2 0 335 7825 1443 1358
p 2 0 62 8098 1170 1160
p 2 0 85 8075 1198 1174
p 2 0 71 8089 1174 1162
p 2 0 37 8123 1136 1134
p 2 0 187 7973 1279 1247
p 2 0 302 7858 1534 1363
p 2 0 354 7806 1434 1376
p 2 0 75 8085 1198 1172
i 2 8160 0 0 132265 28223
p 2 0 7382 778 28166 8808
p 2 0 7546 614 30262 8640
p 2 0 7034 1126 30241 8269
p 2 0 7412 748 31024 8560
p 2 0 7007 1153 30566 8314
p 2 0 7296 864 31082 8561
p 2 0 6899 1261 30904 8316
p 2 0 7186 974 31706 8647
p 2 0 6855 1305 30738 8262
p 2 0 7147 1013 31191 8492
p 2 0 6961 1199 30991 8382
p 2 0 7353 807 31387 8713
p 2 0 7027 1133 30847 8419
p 2 0 7150 1010 30835 8599
p 2 0 6957 1203 30456 8440
p 2 0 7093 1067 31188 8553
p 2 0 7031 1129 31341 8589
p 2 0 7197 963 30661 8646
p 2 0 7099 1061 31216 8550
p 2 0 7099 1061 31425 8600
p 2 0 7007 1153 31026 8577
p 2 0 7201 959 31412 8753
p 2 0 7116 1044 31143 8601
p 2 0 7356 804 31634 8830
p 2 0 6892 1268 31632 8551
p 2 0 7200 960 31036 8731
p 2 0 7113 1047 31207 8675
p 2 0 7317 843 31325 8846
p 2 0 6948 1212 31245 8553
p 2 0 7084 1076 31298 8733
p 2 0 7029 1131 31088 8625
p 2 0 7176 984 31387 8813
p 2 0 6987 1173 31495 8622
p 2 0 7700 460 34715 9552
p 2 0 7160 1000 31301 8833
p 2 0 7210 950 31278 8836
p 2 0 7181 979 31609 8766
p 2 0 7076 1084 31651 8805
p 2 0 7045 1115 31390 8692
p 2 0 7166 994 31979 8867
p 2 0 6903 1257 32098 8781
p 2 0 7307 853 32061 9024
p 2 0 7270 890 31646 8913
p 2 0 7161 999 31928 8936
p 2 0 6955 1205 31770 8735
p 2 0 7138 1022 31878 8925
p 2 0 7194 966 32389 8872
p 2 0 7254 906 31999 8940
p 2 0 7115 1045 32474 8918
p 2 0 7225 935 31555 8995
p 2 0 7268 892 32264 8981
p 2 0 7204 956 32300 8947
p 2 3 6972 1185 31953 8795
p 2 0 7210 950 32174 8982
p 2 2 7012 1146 31127 8828
p 2 0 7279 881 31912 9020
p 2 0 7086 1074 31576 8896
p 2 0 7151 1009 31211 8927
p 2 0 7110 1050 30863 8814
p 2 0 7174 986 31889 8883
p 2 0 6983 1177 30716 8682
p 2 0 7129 1031 30915 8743
p 2 0 6942 1218 30609 8610
p 2 0 7007 1153 30485 8687
p 2 0 6963 1197 44480 8640
i 2 8160 0 0 113584 29674
p 2 0 7803 357 25232 10349
p 2 0 7835 325 27821 10465
p 2 0 7866 294 27825 10543
p 2 0 7632 528 28474 10476
p 2 0 7785 375 29259 10650
p 2 0 7727 433 30426 10787
p 2 0 7853 307 30048 10906
p 2 0 7719 441 30149 10811
p 2 0 7811 349 31257 11007
p 2 0 7600 560 30473 10749
p 2 0 7820 340 30346 10939
p 2 0 7634 526 31349 10999
p 2 0 7848 312 29852 10974
p 2 0 7652 508 30736 10956
p 2 0 7824 336 29987 10951
p 2 0 7944 216 35233 11587
p 2 0 7820 340 29213 10917
p 2 0 7720 440 30078 10872
p 2 0 7802 358 30656 10938
p 2 0 7635 525 29777 10822
p 2 0 7852 308 30481 11016
p 2 0 7736 424 30151 10915
p 2 0 7835 325 30139 10987
p 2 0 7698 462 29634 10831
p 2 0 7846 314 30645 11009
p 2 0 7615 545 29319 10736
p 2 0 7870 290 30053 10957
p 2 0 7681 479 30470 10923
p 2 0 7921 239 30102 11058
p 2 0 7608 552 29240 10782
p 2 0 7824 336 29970 10996
p 2 0 7614 546 29296 10766
p 2 0 7812 348 29601 10926
p 2 0 7697 463 30336 10951
p 2 0 7929 231 29275 11000
p 2 0 7641 519 29417 10780
p 2 0 7825 335 29833 10908
p 2 0 7651 509 29445 10821
p 2 0 7801 359 29490 11003
p 2 0 7666 494 30135 10940
p 2 0 7794 366 29445 10970
p 2 0 7664 496 28951 10782
p 2 0 7822 338 29579 11010
p 2 0 7678 482 29152 10816
p 2 0 7793 367 29063 10851
p 2 0 7662 498 29904 10843
p 2 0 7835 325 28215 10785
p 2 0 7663 497 28926 10697
p 2 0 7753 407 28834 10776
p 2 0 7638 522 29893 10804
p 2 0 7804 356 28919 10836
p 2 0 7640 520 28919 10716
p 2 0 7747 413 29615 10826
p 2 0 7593 567 29438 10672
p 2 0 7741 419 29095 10766
p 2 0 7679 481 30013 10818
p 2 0 7766 394 28799 10689
p 2 0 7631 529 28524 10645
p 2 0 7731 429 29594 10797
p 2 0 7528 632 28735 10574
p 2 0 7695 465 28529 10701
p 2 0 7625 535 30240 10804
p 2 0 7747 413 28779 10760
p 2 0 7873 287 33496 11405
p 2 0 7686 474 28149 10619
p 2 0 7605 555 28976 10663
p 2 0 7748 412 28894 10691
p 2 0 7691 469 29759 10877
p 2 0 7699 461 27997 10590
p 2 0 7592 568 29114 10628
p 2 0 7683 477 28002 10563
p 2 0 7569 591 28928 10564
p 2 0 7671 489 28261 10585
p 2 0 7570 590 28312 10574
p 2 0 7632 528 28587 10555
p 2 0 7513 647 28311 10522
p 2 0 7645 515 28106 10523
p 2 0 7566 594 28912 10620
p 2 0 7615 545 27255 10457
p 2 0 7561 599 28544 10561
p 2 0 7590 570 27625 10394
p 2 0 7575 585 29159 10573
p 2 0 7649 511 27789 10442
p 2 0 7459 701 28302 10403
p 2 0 7586 574 27567 10386
p 2 0 7526 634 28849 10547
p 2 0 7676 484 27430 10502
p 2 0 7464 696 28307 10435
p 2 0 7642 518 28121 10444
p 2 0 7476 684 28978 10536
p 2 0 7578 582 27708 10487
p 2 0 7479 681 28604 10522
p 2 0 7624 536 28825 10580
p 2 0 7492 668 28161 10475
p 2 0 7627 533 28406 10530
p 2 0 7485 675 28962 10564
p 2 0 7644 516 28503 10557
p 2 0 7386 774 28291 10392
p 2 0 7600 560 28938 10550
p 2 0 7361 799 28242 10356
p 2 0 7624 536 28514 10464
p 2 0 7513 647 29141 10599
p 2 0 7681 479 28286 10619
p 2 0 7405 755 27926 10303
p 2 0 7539 621 28044 10427
p 2 0 7343 817 27723 10318
p 2 0 7570 590 28653 10520
i 2 8160 0 0 66751 27030
p 2 0 5602 2558 7081 6005
p 2 0 5566 2594 6207 5700
p 2 0 3791 4369 7704 4595
p 2 0 4893 3267 6523 5320
p 2 0 3373 4787 4722 3989
p 2 0 4217 3943 7954 4876
p 2 0 3377 4783 4513 3890
p 2 0 2907 5253 3800 3462
p 2 0 2598 5562 6136 3426
p 2 0 2113 6047 3195 2838
p 2 0 1496 6664 2565 2345
p 2 0 3237 4923 6725 3906
p 2 0 2114 6046 3298 2859
p 2 0 2359 5801 3235 2948
p 2 0 2547 5613 6036 3341
p 2 0 1633 6527 2755 2430
p 2 0 1231 6929 2281 2099
p 2 0 2228 5932 7230 3318
p 2 0 1656 6504 2886 2515
p 2 0 1978 6182 2975 2675
p 2 0 2475 5685 7133 3537
p 2 0 2167 5993 3295 2881
p 2 0 1812 6348 2735 2545
p 2 0 2340 5820 7497 3439
p 2 0 1796 6364 3025 2622
p 2 0 1886 6274 3004 2667
p 2 0 2487 5673 8020 3624
p 2 0 1924 6236 3302 2791
p 2 0 2478 5682 3524 3133
p 2 0 2422 5738 3247 3018
p 2 0 1818 6342 2754 2550
p 2 0 1672 6488 2511 2403
p 2 0 1068 7092 2230 1999
p 2 0 1496 6664 2545 2321
p 2 0 1233 6927 2222 2090
p 2 0 1218 6942 2109 2034
p 2 0 877 7283 1929 1803
p 2 0 1081 7079 2002 1916
p 2 0 814 7346 1837 1749
p 2 0 1252 6908 2085 2009
p 2 0 560 7600 1600 1538
p 2 0 1210 6950 2139 2020
p 2 0 671 7489 1770 1667
p 2 0 1108 7052 1980 1922
p 2 0 356 7804 1430 1391
p 2 0 554 7606 1557 1529
p 2 0 556 7604 1534 1507
p 2 0 368 7792 1423 1391
p 2 0 498 7662 1494 1469
p 2 0 671 7489 1629 1596
p 2 0 568 7592 1617 1545
p 2 0 1474 6686 2838 2338
p 2 0 1195 6965 2157 2030
p 2 0 725 7435 1719 1663
p 2 0 423 7737 1462 1431
p 2 0 558 7602 1574 1531
p 2 0 658 7502 1632 1590
p 2 0 414 7746 1444 1422
p 2 0 601 7559 1649 1573
i 2 8160 0 0 79135 27152
p 2 0 6819 1341 17849 8030
p 2 0 7845 315 17085 8339
p 2 0 7702 458 23576 8284
p 2 1 7736 423 17723 8236
p 2 0 7670 490 17511 8343
p 2 5 7857 298 20651 8480
p 2 0 7824 336 17090 8422
p 2 0 7746 414 16831 8396
p 2 2 7882 276 24234 8733
p 2 0 7766 394 17812 8403
p 2 0 7722 438 17978 8430
p 2 0 7762 398 21230 8509
p 2 0 7603 557 17445 8385
p 2 0 7802 358 16886 8491
p 2 2 7679 479 21509 8530
p 2 0 7801 359 18408 8477
p 2 0 7856 304 17482 8521
p 2 1 7802 357 23911 8522
p 2 0 7847 313 18047 8486
p 2 0 7721 439 17342 8411
p 2 1 7729 430 20382 8695
p 2 0 7734 426 17604 8366
p 2 0 7947 213 17360 8602
p 2 9 7798 353 24381 8638
p 2 0 7880 280 19689 8432
p 2 0 7774 386 16912 8386
p 2 12 7849 299 19480 8668
p 2 0 7733 427 17615 8367
p 2 1 7870 289 17618 8687
p 2 23 7670 467 23020 8790
p 2 0 7877 283 25613 8751
p 2 0 7674 486 18234 8455
p 2 1 7784 375 19195 8606
p 2 0 7712 448 17723 8271
p 2 0 7852 308 16635 8510
p 2 13 7603 544 20691 8536
p 2 0 7749 411 24264 8498
p 2 0 7427 733 18519 8213
p 2 2 7583 575 20126 8544
p 2 0 7818 342 21300 8589
p 2 0 7709 451 18509 8564
p 2 3 7486 671 18755 8331
p 2 0 7607 553 23570 8357
p 2 0 7601 559 18066 8342
p 2 13 7549 598 23780 8657
p 2 1 7614 545 22276 8272
p 2 0 7694 466 18652 8400
p 2 6 7493 661 19426 8365
p 2 0 7667 493 21002 8372
p 2 0 7573 587 17297 8203
p 2 5 7657 498 20683 8462
p 2 0 7535 625 28648 8281
p 2 0 7670 490 20153 8431
p 2 2 7579 579 19537 8365
p 2 0 7776 384 19564 8505
p 2 0 7489 671 17887 8216
p 2 1 7644 515 20142 8480
p 2 0 7463 697 25553 8303
p 2 0 7657 503 20436 8331
p 2 2 7590 568 20003 8457
p 2 0 7767 393 19313 8430
p 2 0 7617 543 17556 8212
p 2 1 7635 524 19534 8446
p 2 0 7383 777 22035 8152
p 2 0 7686 474 21669 8365
p 2 1 7507 652 19643 8270
p 2 0 7783 377 19746 8449
p 2 0 7479 681 18022 8149
p 2 8 7635 517 19412 8493
p 2 0 7622 538 19614 8365
p 2 0 7768 392 21042 8353
p 2 4 7609 547 20278 8349
p 2 0 7744 416 22545 8482
p 2 0 7554 606 18888 8125
p 2 2 7732 426 19267 8433
p 2 0 7526 634 17954 8176
p 2 0 7725 435 21322 8381
p 2 13 7606 541 20145 8405
p 2 0 7658 502 22473 8377
p 2 0 7505 655 24511 8140
p 2 1 7720 439 20815 8534
p 2 0 7628 532 17959 8322
p 2 0 7827 333 20408 8422
p 2 3 7618 539 19145 8404
p 2 0 7789 371 19439 8436
p 2 0 7584 576 30304 8239
p 2 0 7771 389 21197 8478
p 2 0 7779 381 19161 8593
p 2 0 7790 370 21513 8680
p 2 1 7456 703 18859 8311
p 2 0 7654 506 17826 8392
p 2 0 7479 681 26462 8132
p 2 12 7685 463 21547 8482
p 2 0 7532 628 18141 8185
p 2 0 7752 408 20037 8288
p 2 1 7559 600 19763 8458
p 2 0 7720 440 17919 8448
p 2 0 7529 631 23573 8263
p 2 2 7667 491 20146 8400
p 2 0 7526 634 19254 8168
p 2 0 7674 486 22322 8307
p 2 4 7415 741 20296 8199
p 2 0 7474 686 17091 8235
p 2 0 7569 591 20160 8174
p 2 2 7759 399 20855 8485
p 2 0 7473 687 17921 8122
p 2 0 7766 394 28228 8379
p 2 2 7490 668 20558 8119
p 2 0 7725 435 18176 8451
p 2 0 7455 705 17946 8119
p 2 1 7674 485 19925 8417
p 2 0 7508 652 17675 8173
p 2 0 7657 503 24397 8433
p 2 1 7450 709 26007 8192
p 2 0 7667 493 18122 8360
p 2 0 7523 637 17870 8181
p 2 3 7664 493 19836 8431
p 2 0 7294 866 17051 8133
p 2 0 7642 518 21422 8466
p 2 0 7375 785 25562 8177
p 2 0 7539 621 18820 8429
p 2 0 7472 688 19348 8345
p 2 0 7655 505 21565 8515
p 2 0 7233 927 17856 8213
p 2 0 7429 731 18576 8334
p 2 0 7276 884 26779 8218
p 2 0 7544 616 19628 8503
p 2 0 7299 861 21513 8227
p 2 0 7500 660 22186 8416
p 2 0 7124 1036 18473 8173
p 2 0 7405 755 18023 8385
p 2 8 7056 1096 26282 8145
p 2 0 7517 643 18486 8469
p 2 0 7273 887 22212 8274
p 2 3 7655 502 31745 8655
p 2 0 7424 736 21761 8633
p 2 0 7365 795 18860 8630
p 2 1 7251 908 23244 8324
p 2 0 7152 1008 18355 8327
p 2 0 7237 923 19655 8354
p 2 3 7485 672 34247 8734
p 2 0 7194 966 20088 8266
p 2 0 7461 699 19078 8602
p 2 1 7195 964 22428 8333
p 2 0 7442 718 18885 8566
p 2 0 7108 1052 18570 8195
p 2 8 7278 874 28866 8526
p 2 0 7133 1027 22358 8232
p 2 0 7509 651 18839 8516
p 2 2 7311 847 22512 8449
p 2 0 7429 731 19076 8475
p 2 0 7272 888 18160 8338
p 2 2 7321 837 25137 8631
p 2 0 7341 819 22215 8329
p 2 0 7403 757 20751 8622
p 2 0 7342 818 25141 8472
p 2 0 7566 594 20314 8595
p 2 0 7301 859 18619 8416
p 2 4 7420 736 22474 8693
p 2 0 7369 791 23353 8376
p 2 0 7474 686 19503 8585
p 2 3 7199 958 29477 8466
p 2 0 7421 739 22128 8441
p 2 0 7174 986 19167 8279
p 2 1 7352 807 21128 8545
p 2 0 7219 941 21144 8196
p 2 0 7397 763 18959 8517
p 2 2 7224 934 25763 8412
p 2 0 7418 742 34108 8509
p 2 0 6976 1184 20664 8182
p 2 0 7332 828 20645 8435
p 2 0 7007 1153 21246 8179
p 2 0 7392 768 18651 8502
p 2 0 7115 1045 22618 8362
p 2 0 7305 855 33226 8401
p 2 0 6991 1169 20331 8054
p 2 6 7309 845 22104 8573
p 2 0 7045 1115 23666 8155
p 2 0 7197 963 19299 8377
p 2 5 7184 971 20829 8362
p 2 0 7491 669 30417 8478
p 2 0 7132 1028 20644 8188
p 2 1 7143 1016 22792 8344
p 2 0 7294 866 27727 8507
p 2 0 7321 839 20551 8554
p 2 3 7225 932 21250 8395
p 2 0 7361 799 26856 8560
p 2 0 7261 899 20329 8268
p 2 0 7414 746 23384 8580
p 2 0 7232 928 32159 8339
p 2 0 7516 644 21501 8620
p 2 6 7153 1001 20456 8292
p 2 0 7576 584 22895 8627
p 2 0 7336 824 19491 8272
p 2 2 7635 523 21560 8682
p 2 0 7250 910 32420 8315
p 2 0 7566 594 22485 8485
p 2 1 7248 911 21081 8420
p 2 0 7518 642 20460 8495
p 2 0 7338 822 19238 8241
p 2 7 7569 584 20966 8643
p 2 0 7324 836 27341 8367
p 2 0 7534 626 27837 8417
p 2 0 7383 777 20927 8390
p 2 0 7415 745 20503 8389
p 2 0 7305 855 19736 8157
p 2 2 7343 815 19972 8419
p 2 0 7139 1021 22736 8168
p 2 0 7466 694 27555 8369
p 2 0 7345 815 20990 8265
p 2 0 7390 770 22338 8397
p 2 0 7299 861 21509 8184
p 2 0 7356 804 18662 8349
p 2 0 7177 983 19397 8135
p 2 0 7271 889 26560 8168
p 2 0 7219 941 19554 8081
p 2 0 7418 742 27145 8364
p 2 0 7152 1008 26341 7965
p 2 0 7490 670 20013 8424
p 2 0 7228 932 18854 8157
p 2 0 7382 778 26196 8230
p 2 0 7241 919 19083 8175
p 2 0 7387 773 23279 8279
p 2 0 7244 916 41570 8132
i 2 8160 0 0 108744 28044
p 2 0 5020 3140 7125 5750
p 2 0 4626 3534 6031 5242
p 2 100 4240 3820 38873 7348
p 2 0 3198 4962 5445 3992
p 2 0 2003 6157 3980 2982
p 2 85 4389 3686 35970 6982
p 2 0 4224 3936 8161 5240
p 2 0 2793 5367 4411 3650
p 2 12 3931 4217 34120 6301
p 2 0 2689 5471 5283 3630
p 2 0 2390 5770 4344 3278
p 2 0 1503 6657 3713 2496
p 2 0 1039 7121 2352 2045
p 2 0 907 7253 2123 1874
p 2 5 946 7209 3351 2006
p 2 0 624 7536 1857 1652
p 2 0 755 7405 2157 1779
p 2 7 1213 6940 3553 2295
p 2 0 867 7293 2182 1901
p 2 0 516 7644 1689 1551
p 2 9 422 7729 2491 1539
p 2 0 416 7744 1713 1477
p 2 0 537 7623 1738 1567
p 2 5 406 7749 2654 1523
p 2 0 584 7576 1955 1617
p 2 0 877 7283 2462 1900
p 2 7 777 7376 2526 1876
p 2 0 428 7732 1657 1513
p 2 0 422 7738 1599 1484
p 2 16 447 7697 2744 1597
p 2 0 368 7792 1535 1435
p 2 0 508 7652 1777 1563
p 2 0 810 7350 3092 1889
p 2 0 532 7628 1753 1574
p 2 0 467 7693 1610 1497
p 2 5 337 7818 2590 1468
p 2 0 407 7753 1624 1460
p 2 0 242 7918 1431 1328
p 2 0 499 7661 2459 1573
p 2 0 501 7659 1742 1541
p 2 0 663 7497 1963 1686
p 2 5 391 7764 2620 1519
p 2 0 368 7792 1522 1417
p 2 0 258 7902 1395 1331
p 2 7 364 7789 1998 1482
p 2 0 252 7908 1452 1357
p 2 0 289 7871 1435 1362
p 2 16 439 7705 2720 1584
p 2 0 465 7695 1700 1516
p 2 0 282 7878 1438 1357
p 2 7 324 7829 1930 1456
p 2 0 275 7885 1424 1365
p 2 0 263 7897 1401 1338
p 2 16 373 7771 2619 1534
p 2 0 2726 5434 5394 3648
p 2 0 1863 6297 3313 2772
p 2 0 1116 7044 3188 2156
p 2 0 812 7348 1995 1827
p 2 0 739 7421 1937 1745
p 2 5 657 7498 2884 1733
p 2 0 560 7600 1905 1614
p 2 0 712 7448 2023 1749
p 2 0 602 7558 2561 1687
p 2 0 340 7820 1522 1425
p 2 0 390 7770 1499 1431
p 2 3 325 7832 1859 1432
p 2 0 364 7796 1522 1440
p 2 0 371 7789 1509 1421
p 2 0 387 7773 1507 1429
p 2 0 444 7716 1652 1492
p 2 0 471 7689 1706 1524
i 2 8160 0 0 129241 27928
p 2 0 4624 3536 6611 5209
p 2 0 4218 3942 5837 4791
p 2 0 2040 6120 3403 2896
p 2 0 2043 6117 3409 2884
p 2 0 1432 6728 2611 2309
p 2 0 1126 7034 2392 2061
p 2 0 1138 7022 2679 2076
p 2 0 1476 6684 3005 2388
p 2 0 1332 6828 2470 2217
p 2 0 796 7364 2043 1803
p 2 0 475 7685 1633 1520
p 2 0 718 7442 1985 1720
p 2 0 807 7353 1990 1786
p 2 0 583 7577 1755 1603
p 2 0 860 7300 2277 1845
p 2 0 1066 7094 2387 2016
p 2 0 1048 7112 2242 1995
p 2 0 771 7389 2045 1769
p 2 0 582 7578 1728 1595
p 2 0 524 7636 1737 1559
p 2 0 648 7512 1838 1659
p 2 0 568 7592 1763 1587
p 2 0 644 7516 1942 1667
p 2 0 816 7344 1957 1773
p 2 0 703 7457 1784 1689
p 2 0 580 7580 1775 1600
p 2 0 561 7599 1635 1556
p 2 0 2957 5203 19048 4079
p 2 0 4419 3741 26328 5744
p 2 0 5634 2526 24960 6893
p 2 0 7226 934 37165 8641
p 2 0 6601 1559 31435 8113
p 2 0 7039 1121 33506 8798
p 2 0 6753 1407 30204 8565
p 2 0 7195 965 28556 8879
p 2 0 6688 1472 25852 8371
p 2 0 6885 1275 21076 8266
p 2 0 6321 1839 18439 7468
p 2 0 5532 2628 8653 6245
p 2 0 3858 4302 5843 4637
p 2 0 3882 4278 5559 4602
p 2 0 2645 5515 4181 3496
p 2 0 2681 5479 3920 3438
p 2 0 1817 6343 3143 2723
p 2 0 2491 5669 3740 3250
p 2 0 1481 6679 2682 2406
p 2 0 1724 6436 3126 2630
i 2 8160 0 0 100407 26977
p 2 0 4965 3195 6420 5382
p 2 0 4512 3648 5602 4921
p 2 0 1763 6397 2969 2648
p 2 0 1975 6185 3159 2827
p 2 0 1057 7103 2185 2002
p 2 0 1060 7100 2174 1994
p 2 0 449 7711 1602 1499
p 2 0 1304 6856 2574 2176
p 2 0 1283 6877 2472 2193
p 2 0 704 7456 1862 1724
p 2 0 567 7593 1650 1576
p 2 0 451 7709 1534 1481
p 2 0 383 7777 1458 1404
p 2 0 449 7711 1543 1463
p 2 0 458 7702 1570 1485
p 2 0 384 7776 1482 1417
p 2 0 390 7770 1618 1443
p 2 0 901 7259 2025 1847
p 2 0 814 7346 1913 1767
p 2 0 611 7549 1706 1596
p 2 0 364 7796 1507 1412
p 2 0 291 7869 1448 1362
p 2 0 436 7724 1547 1458
p 2 0 282 7878 1408 1343
p 2 0 428 7732 1528 1451
p 2 0 712 7448 1963 1707
p 2 0 841 7319 2053 1815
p 2 0 487 7673 1651 1526
p 2 0 486 7674 1615 1508
p 2 0 470 7690 1575 1492
p 2 0 1861 6299 3617 2745
p 2 0 1822 6338 3356 2720
p 2 0 1500 6660 2772 2394
p 2 0 1068 7092 2191 2009
p 2 0 752 7408 1831 1725
p 2 0 472 7688 1585 1513
p 2 0 397 7763 1454 1417
p 2 0 436 7724 1569 1464
p 2 0 497 7663 1613 1519
p 2 0 408 7752 1491 1436
p 2 0 477 7683 1767 1526
p 2 0 605 7555 1757 1610
p 2 0 643 7517 1771 1643
p 2 0 600 7560 1676 1583
p 2 0 385 7775 1467 1418
p 2 0 413 7747 1501 1429
p 2 0 469 7691 1567 1471
p 2 0 471 7689 1570 1477
p 2 0 317 7843 1421 1367
p 2 0 496 7664 1633 1519
p 2 0 572 7588 1692 1584
p 2 0 344 7816 1428 1385
p 2 0 295 7865 1398 1351
p 2 0 231 7929 1321 1295
p 2 0 200 7960 1302 1268
p 2 0 169 7991 1284 1249
p 2 0 237 7923 1350 1305
p 2 0 196 7964 1298 1269
p 2 0 311 7849 1449 1359
i 2 8160 0 0 193902 32845
p 2 0 5025 3135 10557 6680
p 2 0 4967 3193 9919 6567
p 2 35 2929 5196 12371 4533
p 2 0 3711 4449 6704 4891
p 2 55 2377 5728 12992 3924
p 2 0 3187 4973 6079 4375
p 2 30 2608 5522 15885 4255
p 2 0 2382 5778 4968 3626
p 2 36 2855 5269 15743 4688
i 2 8160 0 0 184854 32998
p 2 4942 3218 0 187254 35738
p 2 3712 4448 0 170457 34659
p 2 1839 6321 0 119530 29078
p 2 1236 6924 0 95124 25060
p 2 861 7299 0 84183 22281
